created_at,entry_id,field1,field2,field3,field4,latitude,longitude,elevation,status
2024-07-18T11:52:33+00:00,394,69,78.44,84.60,34,,,,
2024-07-18T12:52:40+00:00,395,64,81.68,81.20,34,,,,
2024-07-18T13:52:46+00:00,396,69,88.16,77.10,37,,,,
2024-07-18T14:52:53+00:00,397,70,89.96,82.50,16,,,,
2024-07-18T15:53:00+00:00,398,68,90.68,78.50,4,,,,
2024-07-18T16:53:07+00:00,399,67,103.46,67.20,6,,,,
2024-07-18T17:53:14+00:00,400,68,115.16,67.50,4,,,,
2024-07-18T18:53:22+00:00,401,72,119.48,60.20,26,,,,
2024-07-18T19:53:28+00:00,402,71,101.48,77.20,20,,,,
2024-07-18T20:53:35+00:00,403,71,97.34,74.60,21,,,,
2024-07-18T21:53:42+00:00,404,70,93.38,74.20,26,,,,
2024-07-18T22:53:48+00:00,405,70,90.68,74.50,40,,,,
2024-07-18T23:53:55+00:00,406,70,89.60,74.70,157,,,,
2024-07-19T00:54:01+00:00,407,71,86.72,76.40,4539,,,,
2024-07-19T01:54:08+00:00,408,69,84.92,77.20,4712,,,,
2024-07-19T02:54:14+00:00,409,69,84.02,78.10,4867,,,,
2024-07-19T03:54:21+00:00,410,70,82.94,78.30,4637,,,,
2024-07-19T04:54:27+00:00,411,72,82.58,78.30,4420,,,,
2024-07-19T05:54:33+00:00,412,71,82.04,79.90,4612,,,,
2024-07-19T06:54:40+00:00,413,72,81.50,80.20,4305,,,,
2024-07-19T07:54:46+00:00,414,70,80.96,81.10,4841,,,,
2024-07-19T08:54:52+00:00,415,69,80.78,81.00,4893,,,,
2024-07-19T09:54:59+00:00,416,70,80.24,81.70,4712,,,,
2024-07-19T10:55:05+00:00,417,70,79.70,82.10,167,,,,
2024-07-19T11:55:11+00:00,418,69,79.34,83.10,24,,,,
2024-07-19T12:55:18+00:00,419,68,82.40,81.00,11,,,,
2024-07-19T13:55:24+00:00,420,63,88.70,77.30,27,,,,
2024-07-19T14:55:31+00:00,421,70,89.42,81.20,23,,,,
2024-07-19T15:55:38+00:00,422,63,89.78,79.30,17,,,,
2024-07-19T16:55:45+00:00,423,67,97.88,74.40,8,,,,
2024-07-19T17:55:52+00:00,424,66,111.38,71.30,4,,,,
2024-07-19T18:56:00+00:00,425,70,129.20,52.70,18,,,,
2024-07-19T19:56:06+00:00,426,70,104.18,75.90,21,,,,
2024-07-19T20:56:13+00:00,427,69,101.12,73.30,21,,,,
2024-07-19T21:56:20+00:00,428,70,97.52,71.40,26,,,,
2024-07-19T22:56:27+00:00,429,66,93.74,73.00,58,,,,
2024-07-19T23:56:33+00:00,430,70,91.76,76.00,167,,,,
2024-07-20T00:56:40+00:00,431,69,88.16,77.10,4712,,,,
2024-07-20T01:56:46+00:00,432,70,86.00,77.20,4467,,,,
2024-07-20T02:56:53+00:00,433,69,84.56,78.00,4612,,,,
2024-07-20T03:56:59+00:00,434,68,83.66,78.50,4662,,,,
2024-07-20T04:57:05+00:00,435,69,83.12,78.90,4563,,,,
2024-07-20T05:57:12+00:00,436,69,82.40,80.20,4763,,,,
2024-07-20T06:57:18+00:00,437,68,81.68,80.40,4374,,,,
2024-07-20T07:57:25+00:00,438,68,81.32,80.60,4712,,,,
2024-07-20T08:57:31+00:00,439,64,80.96,80.40,4194,,,,
2024-07-20T09:57:37+00:00,440,68,80.42,81.70,4763,,,,
2024-07-20T10:57:44+00:00,441,67,80.06,82.00,147,,,,
2024-07-20T11:57:50+00:00,442,63,79.70,83.10,37,,,,
2024-07-20T12:57:56+00:00,443,65,82.94,80.50,27,,,,
2024-07-20T13:58:03+00:00,444,67,89.60,76.00,21,,,,
2024-07-20T14:58:10+00:00,445,68,91.22,80.70,24,,,,
